years_experience,job_role,main_language,education,company_size,salary
7,프론트엔드,Python,학사,대기업 (1000명~),7450
9,모바일,JavaScript/TypeScript,석사,중견기업 (300~1000명),7280
23,데이터 엔지니어,Go,박사,스타트업 (~50명),9210
10,모바일,Go,학사,중소기업 (50~300명),7800
6,ML 엔지니어,Python,고졸,스타트업 (~50명),5930
14,풀스택,SQL,학사,스타트업 (~50명),5750
8,백엔드,C#,학사,중견기업 (300~1000명),6380
23,모바일,JavaScript/TypeScript,석사,중견기업 (300~1000명),9040
23,데이터 엔지니어,Kotlin,학사,스타트업 (~50명),8360
7,프론트엔드,기타,박사,중견기업 (300~1000명),6580
13,DevOps/인프라,C/C++,학사,중견기업 (300~1000명),7140
25,백엔드,JavaScript/TypeScript,학사,중견기업 (300~1000명),8670
19,백엔드,JavaScript/TypeScript,석사,스타트업 (~50명),7390
5,데이터 분석가,Go,고졸,중소기업 (50~300명),6150
15,데이터 분석가,Python,석사,스타트업 (~50명),7300
16,풀스택,C#,학사,스타트업 (~50명),7030
16,풀스택,Python,석사,중소기업 (50~300명),7510
0,백엔드,Python,학사,중소기업 (50~300명),4170
7,데이터 엔지니어,C/C++,고졸,스타트업 (~50명),6280
22,모바일,Kotlin,석사,스타트업 (~50명),8370
6,프론트엔드,SQL,고졸,대기업 (1000명~),6770
7,모바일,Python,학사,중견기업 (300~1000명),6680
8,QA,JavaScript/TypeScript,석사,중소기업 (50~300명),6060
4,풀스택,C/C++,학사,대기업 (1000명~),6300
4,QA,Go,석사,스타트업 (~50명),5570
9,풀스택,기타,학사,중소기업 (50~300명),7480
22,프론트엔드,Kotlin,학사,대기업 (1000명~),8390
0,풀스택,C#,학사,중소기업 (50~300명),3720
7,풀스택,Python,학사,스타트업 (~50명),6230
1,프론트엔드,Python,박사,중소기업 (50~300명),5310
14,데이터 엔지니어,Java,학사,중소기업 (50~300명),8000
6,모바일,Go,학사,중견기업 (300~1000명),6500
20,ML 엔지니어,JavaScript/TypeScript,학사,중소기업 (50~300명),8300
15,데이터 분석가,JavaScript/TypeScript,학사,중소기업 (50~300명),7730
20,모바일,Kotlin,학사,중소기업 (50~300명),8850
16,데이터 분석가,SQL,석사,중소기업 (50~300명),8310
11,프론트엔드,C/C++,석사,스타트업 (~50명),6950
22,ML 엔지니어,SQL,석사,대기업 (1000명~),9980
12,백엔드,Kotlin,학사,중견기업 (300~1000명),7570
24,ML 엔지니어,Kotlin,학사,중소기업 (50~300명),8960
25,QA,SQL,고졸,중견기업 (300~1000명),8000
15,ML 엔지니어,Java,석사,스타트업 (~50명),8760
17,데이터 분석가,Kotlin,학사,중소기업 (50~300명),7780
6,풀스택,기타,학사,중소기업 (50~300명),6030
21,DevOps/인프라,기타,학사,중소기업 (50~300명),7550
17,풀스택,Go,석사,중견기업 (300~1000명),8440
23,데이터 분석가,Kotlin,석사,대기업 (1000명~),8490
6,ML 엔지니어,SQL,석사,중소기업 (50~300명),6920
20,QA,SQL,고졸,중소기업 (50~300명),7300
12,QA,기타,박사,중견기업 (300~1000명),7850
4,백엔드,SQL,학사,중소기업 (50~300명),6580
4,QA,C/C++,학사,스타트업 (~50명),5690
14,프론트엔드,Kotlin,학사,대기업 (1000명~),8800
8,데이터 엔지니어,C/C++,학사,대기업 (1000명~),7870
2,QA,SQL,학사,대기업 (1000명~),6260
11,데이터 엔지니어,SQL,학사,스타트업 (~50명),7700
16,QA,기타,학사,스타트업 (~50명),6720
8,모바일,Go,학사,중소기업 (50~300명),6270
24,풀스택,C#,석사,대기업 (1000명~),9670
20,풀스택,Java,학사,스타트업 (~50명),7770
13,모바일,Go,학사,스타트업 (~50명),7220
24,ML 엔지니어,Go,학사,스타트업 (~50명),8650
11,데이터 분석가,C#,석사,중견기업 (300~1000명),7180
3,ML 엔지니어,Kotlin,고졸,중견기업 (300~1000명),6970
0,모바일,SQL,학사,중견기업 (300~1000명),3720
24,풀스택,Java,고졸,스타트업 (~50명),8320
24,프론트엔드,C/C++,학사,중견기업 (300~1000명),8970
19,데이터 분석가,Kotlin,학사,중소기업 (50~300명),7190
2,QA,SQL,학사,스타트업 (~50명),4380
7,DevOps/인프라,SQL,학사,중소기업 (50~300명),6110
1,풀스택,SQL,학사,중소기업 (50~300명),5030
1,데이터 분석가,SQL,학사,중소기업 (50~300명),4560
6,ML 엔지니어,기타,고졸,대기업 (1000명~),7120
14,데이터 엔지니어,Go,학사,중소기업 (50~300명),7010
1,백엔드,JavaScript/TypeScript,학사,중소기업 (50~300명),5930
25,데이터 엔지니어,Go,학사,중견기업 (300~1000명),9180
11,백엔드,Kotlin,고졸,중견기업 (300~1000명),7490
6,프론트엔드,Python,학사,스타트업 (~50명),5710
13,데이터 엔지니어,Kotlin,학사,중견기업 (300~1000명),7530
20,백엔드,C#,고졸,스타트업 (~50명),8500
8,모바일,기타,학사,중소기업 (50~300명),5510
1,데이터 엔지니어,Java,학사,중견기업 (300~1000명),5530
1,데이터 엔지니어,기타,학사,중견기업 (300~1000명),4750
22,데이터 분석가,C#,학사,중소기업 (50~300명),7900
2,백엔드,Go,학사,스타트업 (~50명),4940
16,DevOps/인프라,Go,석사,중소기업 (50~300명),7660
9,QA,Go,학사,중소기업 (50~300명),6620
20,DevOps/인프라,기타,학사,대기업 (1000명~),7670
1,ML 엔지니어,Java,석사,중소기업 (50~300명),5810
23,모바일,Kotlin,학사,대기업 (1000명~),9090
18,DevOps/인프라,기타,고졸,중소기업 (50~300명),7060
11,데이터 분석가,Java,학사,대기업 (1000명~),8370
5,프론트엔드,JavaScript/TypeScript,박사,스타트업 (~50명),6020
25,DevOps/인프라,C#,박사,중소기업 (50~300명),9050
7,풀스택,Kotlin,학사,스타트업 (~50명),5940
12,QA,기타,석사,스타트업 (~50명),6780
10,모바일,SQL,학사,대기업 (1000명~),8090
5,DevOps/인프라,SQL,학사,중견기업 (300~1000명),7510
10,데이터 분석가,C/C++,학사,중견기업 (300~1000명),7510
3,데이터 분석가,Go,학사,중소기업 (50~300명),6100
0,풀스택,Java,학사,중견기업 (300~1000명),5070
7,DevOps/인프라,C#,석사,중견기업 (300~1000명),7150
2,백엔드,Java,학사,대기업 (1000명~),6780
10,데이터 분석가,Python,학사,중견기업 (300~1000명),7500
22,모바일,SQL,학사,중견기업 (300~1000명),8500
4,데이터 분석가,SQL,고졸,중소기업 (50~300명),5640
0,풀스택,C#,학사,대기업 (1000명~),3890
2,데이터 엔지니어,Python,박사,스타트업 (~50명),6000
13,모바일,Python,학사,중소기업 (50~300명),6530
7,프론트엔드,Java,학사,대기업 (1000명~),6350
12,프론트엔드,Kotlin,학사,스타트업 (~50명),6980
0,ML 엔지니어,Java,박사,스타트업 (~50명),4700
8,풀스택,JavaScript/TypeScript,석사,중소기업 (50~300명),6720
10,풀스택,SQL,학사,중소기업 (50~300명),6790
11,데이터 엔지니어,SQL,학사,대기업 (1000명~),7950
14,풀스택,Kotlin,학사,대기업 (1000명~),7790
20,모바일,JavaScript/TypeScript,석사,중소기업 (50~300명),8590
12,풀스택,Go,석사,대기업 (1000명~),8230
21,모바일,Java,석사,중견기업 (300~1000명),8850
13,ML 엔지니어,SQL,학사,대기업 (1000명~),7840
6,데이터 분석가,Python,학사,스타트업 (~50명),5870
5,QA,Kotlin,학사,중소기업 (50~300명),6340
8,ML 엔지니어,C#,학사,스타트업 (~50명),7140
15,백엔드,Kotlin,고졸,스타트업 (~50명),6860
6,모바일,C#,학사,중견기업 (300~1000명),6200
23,풀스택,Java,학사,스타트업 (~50명),7620
12,데이터 엔지니어,Kotlin,석사,중소기업 (50~300명),7300
22,풀스택,Go,석사,중견기업 (300~1000명),8290
17,QA,C#,석사,스타트업 (~50명),7410
8,풀스택,C/C++,석사,중소기업 (50~300명),7110
5,데이터 분석가,C/C++,석사,중견기업 (300~1000명),6240
19,프론트엔드,C#,고졸,대기업 (1000명~),8390
8,QA,JavaScript/TypeScript,학사,중소기업 (50~300명),6180
6,QA,JavaScript/TypeScript,학사,대기업 (1000명~),7210
24,DevOps/인프라,JavaScript/TypeScript,고졸,대기업 (1000명~),8860
12,모바일,Python,학사,중견기업 (300~1000명),7190
1,백엔드,기타,석사,중소기업 (50~300명),4670
12,ML 엔지니어,JavaScript/TypeScript,석사,중견기업 (300~1000명),7990
11,모바일,Java,석사,대기업 (1000명~),8200
22,QA,Java,박사,중소기업 (50~300명),8510
18,ML 엔지니어,기타,석사,대기업 (1000명~),9590
4,데이터 분석가,C#,학사,대기업 (1000명~),7030
3,QA,JavaScript/TypeScript,석사,중소기업 (50~300명),6140
15,DevOps/인프라,C/C++,석사,중견기업 (300~1000명),7520
1,데이터 분석가,Python,석사,중소기업 (50~300명),5390
8,백엔드,JavaScript/TypeScript,학사,중견기업 (300~1000명),6980
3,백엔드,JavaScript/TypeScript,학사,대기업 (1000명~),6130
0,모바일,SQL,석사,스타트업 (~50명),4060
23,데이터 엔지니어,Python,학사,스타트업 (~50명),7540
2,백엔드,C/C++,학사,중소기업 (50~300명),6010
0,프론트엔드,SQL,학사,대기업 (1000명~),4860
24,ML 엔지니어,SQL,학사,중소기업 (50~300명),8350
4,ML 엔지니어,C#,고졸,대기업 (1000명~),6550
21,백엔드,JavaScript/TypeScript,박사,중소기업 (50~300명),7940
0,데이터 분석가,C/C++,석사,중소기업 (50~300명),4090
3,백엔드,JavaScript/TypeScript,석사,대기업 (1000명~),6370
2,ML 엔지니어,Go,학사,중견기업 (300~1000명),5580
18,DevOps/인프라,JavaScript/TypeScript,학사,중소기업 (50~300명),8250
16,DevOps/인프라,Go,학사,스타트업 (~50명),8220
12,데이터 엔지니어,Go,학사,스타트업 (~50명),7210
6,데이터 엔지니어,기타,고졸,스타트업 (~50명),5770
2,QA,C/C++,석사,중소기업 (50~300명),5550
14,데이터 엔지니어,기타,박사,중견기업 (300~1000명),8360
5,데이터 분석가,C/C++,학사,중소기업 (50~300명),5510
15,ML 엔지니어,Kotlin,학사,스타트업 (~50명),7470
17,데이터 엔지니어,Go,학사,중소기업 (50~300명),7880
22,DevOps/인프라,SQL,학사,중소기업 (50~300명),8360
12,데이터 분석가,C#,학사,대기업 (1000명~),7780
0,DevOps/인프라,SQL,학사,중소기업 (50~300명),4120
7,백엔드,C/C++,학사,스타트업 (~50명),5580
22,백엔드,C#,학사,중견기업 (300~1000명),8830
13,백엔드,C#,석사,대기업 (1000명~),8260
16,데이터 엔지니어,Kotlin,학사,중견기업 (300~1000명),9330
11,ML 엔지니어,Go,고졸,대기업 (1000명~),8010
4,프론트엔드,Python,고졸,대기업 (1000명~),6550
23,프론트엔드,SQL,학사,중견기업 (300~1000명),9770
20,DevOps/인프라,Kotlin,학사,대기업 (1000명~),9090
25,ML 엔지니어,Python,석사,스타트업 (~50명),9370
22,데이터 엔지니어,기타,석사,대기업 (1000명~),8880
7,데이터 분석가,Go,학사,대기업 (1000명~),7920
6,모바일,Python,학사,대기업 (1000명~),6460
6,백엔드,C#,학사,중소기업 (50~300명),6360
23,프론트엔드,SQL,학사,중견기업 (300~1000명),8280
14,QA,JavaScript/TypeScript,학사,스타트업 (~50명),6810
11,모바일,기타,석사,중견기업 (300~1000명),6770
25,ML 엔지니어,C/C++,학사,중소기업 (50~300명),9580
15,ML 엔지니어,JavaScript/TypeScript,학사,중견기업 (300~1000명),8090
23,풀스택,C/C++,학사,중견기업 (300~1000명),8150
25,프론트엔드,C#,학사,중소기업 (50~300명),8920
2,ML 엔지니어,Kotlin,석사,스타트업 (~50명),5980
9,백엔드,기타,고졸,중소기업 (50~300명),6600
19,데이터 분석가,Java,고졸,중견기업 (300~1000명),8400
21,DevOps/인프라,기타,학사,중견기업 (300~1000명),8690
3,ML 엔지니어,C#,석사,중견기업 (300~1000명),5930
8,ML 엔지니어,Java,학사,스타트업 (~50명),7060
14,백엔드,기타,학사,대기업 (1000명~),8020
20,프론트엔드,C/C++,학사,중견기업 (300~1000명),8210
2,풀스택,Go,고졸,스타트업 (~50명),4970
15,풀스택,Kotlin,석사,중소기업 (50~300명),7040
7,프론트엔드,Python,학사,중소기업 (50~300명),6420
5,QA,Java,고졸,중소기업 (50~300명),5000
13,프론트엔드,Kotlin,학사,스타트업 (~50명),6900
10,ML 엔지니어,JavaScript/TypeScript,학사,스타트업 (~50명),7100
16,데이터 엔지니어,Python,학사,스타트업 (~50명),8080
8,데이터 엔지니어,Python,석사,스타트업 (~50명),6430
21,프론트엔드,SQL,학사,중소기업 (50~300명),8610
2,풀스택,Java,학사,대기업 (1000명~),6450
22,데이터 엔지니어,Python,학사,중소기업 (50~300명),8230
0,풀스택,Go,석사,중소기업 (50~300명),3850
19,ML 엔지니어,Java,고졸,중견기업 (300~1000명),7870
9,백엔드,Go,학사,중소기업 (50~300명),6970
9,백엔드,C#,학사,스타트업 (~50명),6130
0,ML 엔지니어,Go,학사,스타트업 (~50명),4890
18,데이터 엔지니어,C#,박사,스타트업 (~50명),8020
4,백엔드,SQL,학사,중견기업 (300~1000명),5670
17,QA,Go,고졸,중소기업 (50~300명),7570
18,백엔드,C/C++,학사,중소기업 (50~300명),7590
21,QA,Python,학사,중견기업 (300~1000명),8280
18,ML 엔지니어,JavaScript/TypeScript,학사,대기업 (1000명~),9440
7,QA,Java,학사,중소기업 (50~300명),6180
19,QA,Python,학사,중소기업 (50~300명),7780
21,풀스택,JavaScript/TypeScript,석사,중소기업 (50~300명),8400
8,ML 엔지니어,Java,석사,중견기업 (300~1000명),7180
3,프론트엔드,Python,학사,중견기업 (300~1000명),6040
23,데이터 분석가,JavaScript/TypeScript,박사,중견기업 (300~1000명),9220
3,풀스택,C#,박사,스타트업 (~50명),6270
15,데이터 분석가,Java,학사,중소기업 (50~300명),7660
6,DevOps/인프라,JavaScript/TypeScript,학사,대기업 (1000명~),6990
3,모바일,Python,학사,중소기업 (50~300명),6000
20,백엔드,Python,학사,대기업 (1000명~),8740
3,풀스택,Java,학사,중소기업 (50~300명),5620
17,DevOps/인프라,C#,학사,중소기업 (50~300명),7630
18,데이터 분석가,Go,박사,중소기업 (50~300명),8680
1,데이터 엔지니어,SQL,학사,중소기업 (50~300명),4810
4,모바일,Go,석사,대기업 (1000명~),7670
20,풀스택,Go,학사,스타트업 (~50명),8830
13,데이터 엔지니어,기타,학사,중견기업 (300~1000명),8040
3,데이터 엔지니어,JavaScript/TypeScript,석사,중견기업 (300~1000명),6980
25,QA,SQL,고졸,대기업 (1000명~),8140
6,데이터 엔지니어,기타,고졸,중견기업 (300~1000명),5810
0,QA,Go,학사,대기업 (1000명~),4560
24,DevOps/인프라,SQL,학사,대기업 (1000명~),9260
0,백엔드,Java,학사,중소기업 (50~300명),3910
14,모바일,SQL,고졸,대기업 (1000명~),7140
25,모바일,Go,학사,대기업 (1000명~),9900
15,백엔드,Java,학사,중소기업 (50~300명),8460
15,프론트엔드,Python,고졸,중견기업 (300~1000명),8210
10,ML 엔지니어,Kotlin,학사,중소기업 (50~300명),7810
3,모바일,C/C++,학사,중견기업 (300~1000명),6020
14,프론트엔드,JavaScript/TypeScript,학사,스타트업 (~50명),6670
23,풀스택,C/C++,학사,중견기업 (300~1000명),8730
2,풀스택,기타,석사,중소기업 (50~300명),6320
22,프론트엔드,C/C++,학사,중견기업 (300~1000명),8390
10,백엔드,Python,학사,스타트업 (~50명),6490
13,ML 엔지니어,JavaScript/TypeScript,학사,중견기업 (300~1000명),8470
4,DevOps/인프라,Java,박사,중소기업 (50~300명),7030
16,데이터 분석가,Kotlin,학사,중견기업 (300~1000명),7550
4,데이터 엔지니어,SQL,학사,중소기업 (50~300명),5760
7,QA,SQL,학사,스타트업 (~50명),5640
18,DevOps/인프라,Go,학사,중소기업 (50~300명),8100
1,백엔드,Kotlin,학사,대기업 (1000명~),6280
11,QA,C/C++,학사,스타트업 (~50명),6250
15,백엔드,Go,학사,중견기업 (300~1000명),8480
3,백엔드,Python,학사,스타트업 (~50명),5450
7,모바일,C#,학사,중견기업 (300~1000명),7670
8,ML 엔지니어,Go,석사,스타트업 (~50명),7690
17,백엔드,Python,학사,중소기업 (50~300명),7720
25,풀스택,C#,석사,중소기업 (50~300명),8920
21,풀스택,Kotlin,석사,스타트업 (~50명),8050
4,모바일,C/C++,석사,중소기업 (50~300명),5250
0,QA,C#,석사,중소기업 (50~300명),3850
1,풀스택,JavaScript/TypeScript,학사,중소기업 (50~300명),4710
15,프론트엔드,JavaScript/TypeScript,학사,대기업 (1000명~),7450
4,프론트엔드,Java,학사,중소기업 (50~300명),5670
6,프론트엔드,JavaScript/TypeScript,학사,대기업 (1000명~),5950
22,프론트엔드,SQL,학사,중소기업 (50~300명),7890
22,데이터 엔지니어,기타,고졸,스타트업 (~50명),8030
21,모바일,Go,고졸,스타트업 (~50명),7900
6,데이터 분석가,Go,석사,중소기업 (50~300명),6320
16,DevOps/인프라,Go,학사,중소기업 (50~300명),7810
15,데이터 엔지니어,C#,학사,대기업 (1000명~),8040
4,프론트엔드,C/C++,학사,중견기업 (300~1000명),6130
14,모바일,Go,학사,중견기업 (300~1000명),7820
13,풀스택,SQL,석사,중소기업 (50~300명),6970
10,DevOps/인프라,C/C++,학사,중소기업 (50~300명),7150
19,풀스택,Go,학사,중견기업 (300~1000명),8490
17,프론트엔드,C#,학사,스타트업 (~50명),7300
13,ML 엔지니어,JavaScript/TypeScript,학사,스타트업 (~50명),8510
18,모바일,JavaScript/TypeScript,학사,중소기업 (50~300명),7670
19,백엔드,Python,박사,스타트업 (~50명),8250
14,ML 엔지니어,C/C++,학사,중견기업 (300~1000명),8010
6,프론트엔드,Kotlin,학사,스타트업 (~50명),5550
19,DevOps/인프라,Kotlin,학사,스타트업 (~50명),8210
18,DevOps/인프라,기타,학사,대기업 (1000명~),8310
25,모바일,Python,박사,대기업 (1000명~),9620
3,데이터 엔지니어,Kotlin,석사,중소기업 (50~300명),5800
10,데이터 엔지니어,SQL,학사,중소기업 (50~300명),6480
24,데이터 엔지니어,C/C++,학사,중견기업 (300~1000명),8200
13,백엔드,JavaScript/TypeScript,학사,스타트업 (~50명),6820
24,풀스택,C/C++,고졸,중소기업 (50~300명),8680
0,프론트엔드,Kotlin,학사,스타트업 (~50명),3870
0,ML 엔지니어,SQL,석사,중소기업 (50~300명),5680
20,백엔드,Go,학사,대기업 (1000명~),9310
9,데이터 분석가,C#,학사,중견기업 (300~1000명),7150
13,ML 엔지니어,Go,석사,대기업 (1000명~),10090
11,QA,Python,석사,중견기업 (300~1000명),7340
10,풀스택,Go,학사,중견기업 (300~1000명),7320
24,백엔드,Python,학사,중견기업 (300~1000명),8800
2,ML 엔지니어,기타,학사,중견기업 (300~1000명),6620
20,백엔드,기타,석사,중소기업 (50~300명),8180
23,백엔드,C#,학사,중소기업 (50~300명),7980
17,QA,C/C++,학사,중소기업 (50~300명),7810
10,DevOps/인프라,Kotlin,학사,중소기업 (50~300명),6660
4,ML 엔지니어,Go,고졸,중소기업 (50~300명),6440
17,DevOps/인프라,Kotlin,학사,스타트업 (~50명),7880
12,백엔드,C#,석사,중견기업 (300~1000명),7590
3,백엔드,JavaScript/TypeScript,학사,스타트업 (~50명),5590
9,풀스택,Python,학사,중소기업 (50~300명),6030
25,백엔드,JavaScript/TypeScript,박사,중소기업 (50~300명),9150
6,DevOps/인프라,C#,학사,스타트업 (~50명),5860
4,백엔드,C/C++,학사,대기업 (1000명~),7970
17,데이터 분석가,C#,학사,중소기업 (50~300명),7640
5,DevOps/인프라,JavaScript/TypeScript,학사,중소기업 (50~300명),5820
23,ML 엔지니어,기타,학사,스타트업 (~50명),7800
22,풀스택,C/C++,학사,대기업 (1000명~),9640
25,데이터 분석가,SQL,학사,중견기업 (300~1000명),8520
23,데이터 분석가,C/C++,학사,중소기업 (50~300명),7940
6,ML 엔지니어,C/C++,고졸,스타트업 (~50명),6490
5,모바일,Go,석사,중견기업 (300~1000명),6980
8,풀스택,JavaScript/TypeScript,고졸,대기업 (1000명~),7410
12,DevOps/인프라,Java,석사,중소기업 (50~300명),7480
22,DevOps/인프라,C/C++,학사,스타트업 (~50명),8270
19,데이터 분석가,SQL,학사,스타트업 (~50명),7660
16,백엔드,Java,학사,스타트업 (~50명),7550
22,데이터 분석가,C/C++,학사,중견기업 (300~1000명),8740
16,QA,Kotlin,학사,대기업 (1000명~),8720
9,QA,Kotlin,학사,대기업 (1000명~),7360
10,모바일,C/C++,학사,중견기업 (300~1000명),6840
13,프론트엔드,Python,학사,스타트업 (~50명),6930
2,데이터 엔지니어,Python,학사,대기업 (1000명~),6610
19,DevOps/인프라,C#,학사,중소기업 (50~300명),7180
16,QA,SQL,학사,중소기업 (50~300명),6480
19,백엔드,Python,학사,중견기업 (300~1000명),8740
13,풀스택,SQL,학사,스타트업 (~50명),7610
20,데이터 분석가,Kotlin,학사,대기업 (1000명~),8240
24,백엔드,Python,학사,대기업 (1000명~),9300
14,DevOps/인프라,C/C++,학사,중견기업 (300~1000명),7720
11,프론트엔드,Java,학사,중견기업 (300~1000명),7120
2,데이터 엔지니어,기타,학사,중소기업 (50~300명),5460
20,QA,C#,석사,스타트업 (~50명),7200
23,ML 엔지니어,JavaScript/TypeScript,학사,중견기업 (300~1000명),8550
18,ML 엔지니어,JavaScript/TypeScript,석사,중견기업 (300~1000명),9060
22,풀스택,Go,학사,대기업 (1000명~),9060
22,DevOps/인프라,Python,학사,스타트업 (~50명),7660
20,모바일,JavaScript/TypeScript,고졸,중소기업 (50~300명),8140
13,백엔드,Java,학사,중소기업 (50~300명),7060
2,모바일,Go,학사,중견기업 (300~1000명),5510
0,모바일,Kotlin,석사,중견기업 (300~1000명),4740
5,데이터 분석가,C#,학사,대기업 (1000명~),6610
11,풀스택,Java,학사,중소기업 (50~300명),7310
19,데이터 분석가,C/C++,학사,중소기업 (50~300명),7480
11,모바일,SQL,고졸,스타트업 (~50명),5870
0,풀스택,Java,석사,중소기업 (50~300명),4060
5,ML 엔지니어,Java,학사,중소기업 (50~300명),6440
25,풀스택,Java,학사,중견기업 (300~1000명),8240
25,ML 엔지니어,SQL,석사,중소기업 (50~300명),8860
9,풀스택,Java,박사,중소기업 (50~300명),7330
20,DevOps/인프라,Go,학사,중견기업 (300~1000명),8280
18,모바일,기타,학사,대기업 (1000명~),7790
24,백엔드,Go,석사,스타트업 (~50명),9040
23,프론트엔드,C/C++,학사,중소기업 (50~300명),8010
16,DevOps/인프라,Java,학사,중견기업 (300~1000명),8570
10,DevOps/인프라,Python,학사,중견기업 (300~1000명),7360
16,프론트엔드,Java,석사,대기업 (1000명~),8680
8,데이터 엔지니어,기타,석사,스타트업 (~50명),6550
9,데이터 엔지니어,Java,학사,중소기업 (50~300명),5660
15,프론트엔드,Python,학사,대기업 (1000명~),7720
14,데이터 분석가,SQL,학사,중소기업 (50~300명),7140
15,ML 엔지니어,C/C++,학사,중소기업 (50~300명),8130
10,QA,C/C++,석사,대기업 (1000명~),6920
10,DevOps/인프라,Kotlin,학사,스타트업 (~50명),6800
0,백엔드,C#,고졸,중견기업 (300~1000명),3650
15,풀스택,기타,석사,대기업 (1000명~),8490
14,모바일,C#,학사,스타트업 (~50명),7050
24,프론트엔드,Kotlin,석사,중견기업 (300~1000명),9320
13,데이터 엔지니어,SQL,고졸,중소기업 (50~300명),7660
12,백엔드,C#,석사,대기업 (1000명~),8330
1,프론트엔드,JavaScript/TypeScript,고졸,대기업 (1000명~),5820
5,백엔드,기타,고졸,대기업 (1000명~),6400
8,풀스택,JavaScript/TypeScript,학사,스타트업 (~50명),7550
9,ML 엔지니어,Python,학사,중견기업 (300~1000명),6950
9,프론트엔드,Go,학사,대기업 (1000명~),7310
10,QA,기타,고졸,중견기업 (300~1000명),7100
19,풀스택,Python,고졸,중견기업 (300~1000명),8460
3,백엔드,SQL,석사,스타트업 (~50명),5760
8,모바일,SQL,학사,대기업 (1000명~),7510
4,ML 엔지니어,기타,학사,스타트업 (~50명),4960
8,백엔드,C/C++,석사,중소기업 (50~300명),7590
17,백엔드,JavaScript/TypeScript,고졸,대기업 (1000명~),8250
1,DevOps/인프라,C#,석사,대기업 (1000명~),6570
8,데이터 엔지니어,Java,학사,대기업 (1000명~),6580
0,모바일,SQL,학사,중소기업 (50~300명),3980
24,ML 엔지니어,Go,학사,스타트업 (~50명),8510
18,DevOps/인프라,C#,석사,중소기업 (50~300명),8390
6,모바일,C#,학사,스타트업 (~50명),6040
5,데이터 엔지니어,Kotlin,학사,대기업 (1000명~),7210
2,백엔드,C#,박사,중견기업 (300~1000명),5710
12,풀스택,SQL,학사,중소기업 (50~300명),6970
19,데이터 엔지니어,기타,석사,스타트업 (~50명),7940
15,프론트엔드,기타,석사,중소기업 (50~300명),7760
22,QA,Go,석사,대기업 (1000명~),9620
8,QA,Kotlin,석사,중견기업 (300~1000명),7040
7,풀스택,JavaScript/TypeScript,박사,스타트업 (~50명),6140
12,모바일,Python,학사,스타트업 (~50명),6950
5,프론트엔드,C/C++,석사,중소기업 (50~300명),7420
25,데이터 분석가,SQL,석사,스타트업 (~50명),9120
4,프론트엔드,Java,학사,대기업 (1000명~),5160
12,모바일,C#,학사,중견기업 (300~1000명),7390
13,데이터 분석가,Java,박사,스타트업 (~50명),7960
1,데이터 엔지니어,C/C++,학사,중견기업 (300~1000명),5400
12,데이터 엔지니어,Java,학사,중소기업 (50~300명),7060
11,프론트엔드,Kotlin,학사,스타트업 (~50명),6640
6,DevOps/인프라,SQL,학사,중견기업 (300~1000명),6830
3,ML 엔지니어,Kotlin,석사,스타트업 (~50명),5970
1,ML 엔지니어,Kotlin,학사,중소기업 (50~300명),5910
0,데이터 분석가,JavaScript/TypeScript,학사,대기업 (1000명~),4650
12,QA,C#,석사,대기업 (1000명~),7460
2,모바일,Python,학사,중소기업 (50~300명),5760
24,DevOps/인프라,C/C++,석사,중견기업 (300~1000명),8490
6,프론트엔드,C#,학사,스타트업 (~50명),5610
16,풀스택,Kotlin,석사,중견기업 (300~1000명),7970
17,데이터 분석가,Python,박사,중소기업 (50~300명),9230
12,데이터 엔지니어,SQL,학사,중견기업 (300~1000명),7240
22,ML 엔지니어,C#,학사,스타트업 (~50명),7410
2,풀스택,SQL,학사,대기업 (1000명~),5690
6,DevOps/인프라,C#,학사,대기업 (1000명~),7270
6,풀스택,C#,석사,중소기업 (50~300명),6720
3,데이터 분석가,Kotlin,학사,중견기업 (300~1000명),6910
7,QA,SQL,학사,스타트업 (~50명),6490
8,데이터 분석가,Java,학사,중견기업 (300~1000명),6880
19,ML 엔지니어,C#,학사,중소기업 (50~300명),7880
7,QA,Python,석사,스타트업 (~50명),6960
22,QA,C#,학사,중견기업 (300~1000명),8120
20,데이터 분석가,SQL,학사,중소기업 (50~300명),7560
23,모바일,SQL,학사,중소기업 (50~300명),7990
2,프론트엔드,JavaScript/TypeScript,석사,중소기업 (50~300명),4840
25,데이터 분석가,C/C++,학사,스타트업 (~50명),8070
15,QA,C#,학사,스타트업 (~50명),6890
25,데이터 분석가,C/C++,학사,중견기업 (300~1000명),9160
9,모바일,Java,학사,중견기업 (300~1000명),6810
24,백엔드,JavaScript/TypeScript,박사,스타트업 (~50명),8220
15,모바일,C/C++,학사,중소기업 (50~300명),6770
1,풀스택,C#,학사,중견기업 (300~1000명),5250
10,QA,기타,석사,중견기업 (300~1000명),7130
3,데이터 분석가,C#,학사,대기업 (1000명~),5970
24,프론트엔드,C/C++,학사,중소기업 (50~300명),8180
7,백엔드,Go,학사,중소기업 (50~300명),6710
5,DevOps/인프라,Kotlin,학사,중견기업 (300~1000명),7170
14,QA,C/C++,석사,중소기업 (50~300명),7100
11,ML 엔지니어,C#,석사,스타트업 (~50명),7830
2,프론트엔드,Java,석사,스타트업 (~50명),5650
21,백엔드,SQL,석사,대기업 (1000명~),8760
21,프론트엔드,SQL,학사,스타트업 (~50명),7750
