브랜드,차종,연식,주행거리_만km,연료,사고이력,가격_만원
BMW,SUV,2023,7.1,가솔린,무사고,4080.0
BMW,준중형,2024,2.3,하이브리드,단순수리,3220.0
현대,경차,2024,4.1,가솔린,무사고,970.0
현대,경차,2012,28.4,하이브리드,무사고,150.0
제네시스,대형,2011,25.6,하이브리드,단순수리,850.0
아우디,중형,2018,13.6,가솔린,단순수리,1370.0
기아,전기차 전용,2026,1.3,전기,사고이력,4310.0
테슬라,SUV,2023,5.7,전기,단순수리,3650.0
벤츠,SUV,2015,12.5,가솔린,단순수리,1280.0
포르쉐,SUV,2011,22.6,가솔린,무사고,1130.0
테슬라,SUV,2012,26.9,전기,단순수리,640.0
기아,SUV,2026,0.4,LPG,단순수리,3430.0
현대,경차,2017,16.9,가솔린,무사고,280.0
기아,전기차 전용,2024,2.2,전기,사고이력,3610.0
벤츠,대형,2025,1.5,가솔린,무사고,9260.0
볼보,중형,2008,21.8,디젤,무사고,310.0
기아,SUV,2016,12.7,가솔린,무사고,750.0
현대,경차,2015,22.0,가솔린,무사고,220.0
르노코리아,중형,2021,10.2,가솔린,무사고,1250.0
현대,중형,2020,4.6,디젤,무사고,1540.0
폭스바겐,중형,2018,17.0,가솔린,무사고,1030.0
벤츠,중형,2025,0.7,가솔린,단순수리,5140.0
현대,SUV,2013,22.1,가솔린,무사고,490.0
현대,SUV,2010,27.1,가솔린,무사고,320.0
현대,경차,2016,11.1,LPG,무사고,270.0
테슬라,SUV,2017,16.3,전기,단순수리,1300.0
현대,전기차 전용,2025,0.8,전기,무사고,4790.0
현대,전기차 전용,2025,0.4,전기,무사고,4860.0
기아,중형,2012,19.3,하이브리드,무사고,410.0
BMW,준중형,2019,12.0,가솔린,무사고,1400.0
벤츠,준중형,2026,0.0,가솔린,사고이력,3630.0
벤츠,준중형,2011,10.2,가솔린,단순수리,560.0
BMW,중형,2018,13.9,하이브리드,단순수리,1520.0
현대,SUV,2011,16.8,디젤,무사고,360.0
아우디,중형,2014,8.5,가솔린,무사고,1040.0
기아,경차,2025,3.2,LPG,무사고,1010.0
벤츠,준중형,2008,39.6,가솔린,단순수리,310.0
BMW,중형,2019,6.6,디젤,무사고,2120.0
현대,전기차 전용,2014,26.0,전기,단순수리,740.0
테슬라,SUV,2011,15.9,전기,단순수리,600.0
제네시스,중형,2015,23.6,하이브리드,사고이력,710.0
BMW,대형,2020,11.8,가솔린,사고이력,2730.0
볼보,대형,2016,13.4,하이브리드,무사고,1700.0
아우디,SUV,2026,0.1,가솔린,무사고,5960.0
KG모빌리티,SUV,2020,6.7,LPG,무사고,1280.0
기아,중형,2023,5.8,디젤,단순수리,1850.0
아우디,중형,2013,18.3,가솔린,무사고,670.0
포르쉐,스포츠카,2011,13.2,하이브리드,무사고,3340.0
현대,준중형,2019,11.1,하이브리드,무사고,830.0
현대,대형,2010,32.6,하이브리드,무사고,570.0
폭스바겐,준중형,2010,11.0,가솔린,무사고,350.0
테슬라,SUV,2022,7.5,전기,단순수리,2990.0
아우디,준중형,2020,8.3,가솔린,단순수리,1480.0
기아,중형,2014,26.0,디젤,무사고,490.0
아우디,준중형,2009,18.4,가솔린,무사고,300.0
현대,대형,2026,0.0,가솔린,사고이력,4720.0
포르쉐,스포츠카,2008,14.4,하이브리드,무사고,2020.0
BMW,대형,2026,0.0,디젤,단순수리,8630.0
현대,준중형,2021,8.2,가솔린,단순수리,1090.0
제네시스,SUV,2025,2.1,가솔린,무사고,4580.0
벤츠,대형,2023,4.4,LPG,무사고,5460.0
기아,경차,2020,7.7,디젤,단순수리,450.0
기아,중형,2015,21.3,디젤,단순수리,490.0
현대,중형,2011,10.6,가솔린,단순수리,370.0
현대,중형,2010,16.1,가솔린,무사고,330.0
기아,준중형,2012,19.8,디젤,무사고,280.0
테슬라,전기차 전용,2021,5.1,전기,무사고,4230.0
현대,경차,2020,7.4,가솔린,무사고,560.0
BMW,대형,2012,9.0,가솔린,단순수리,1280.0
BMW,SUV,2019,3.8,가솔린,무사고,2710.0
기아,중형,2009,31.4,가솔린,단순수리,230.0
벤츠,준중형,2016,18.5,가솔린,단순수리,720.0
기아,대형,2015,16.8,디젤,무사고,870.0
테슬라,SUV,2016,13.7,전기,무사고,1330.0
렉서스,대형,2023,6.0,디젤,무사고,5140.0
BMW,SUV,2012,27.0,LPG,단순수리,650.0
KG모빌리티,SUV,2017,16.0,가솔린,사고이력,580.0
테슬라,전기차 전용,2009,16.7,전기,무사고,640.0
기아,대형,2024,2.6,가솔린,무사고,4380.0
BMW,준중형,2019,9.0,가솔린,사고이력,1150.0
르노코리아,SUV,2015,24.4,가솔린,단순수리,490.0
아우디,SUV,2026,0.0,가솔린,무사고,6530.0
벤츠,SUV,2012,19.8,가솔린,사고이력,590.0
폭스바겐,SUV,2015,18.4,하이브리드,단순수리,760.0
제네시스,SUV,2021,8.9,디젤,무사고,2230.0
테슬라,전기차 전용,2018,15.0,전기,사고이력,1700.0
기아,대형,2024,1.4,하이브리드,무사고,4600.0
벤츠,준중형,2026,0.5,가솔린,무사고,4780.0
BMW,준중형,2023,4.8,하이브리드,무사고,3030.0
BMW,대형,2009,26.2,가솔린,무사고,750.0
쉐보레,SUV,2024,1.7,하이브리드,무사고,2930.0
현대,SUV,2011,21.9,하이브리드,단순수리,360.0
기아,준중형,2024,1.5,가솔린,사고이력,1560.0
르노코리아,SUV,2018,9.3,가솔린,무사고,940.0
BMW,중형,2024,0.4,하이브리드,무사고,4870.0
기아,대형,2010,28.8,가솔린,단순수리,450.0
렉서스,중형,2020,6.5,가솔린,사고이력,1720.0
렉서스,SUV,2026,0.8,디젤,무사고,5880.0
쉐보레,준중형,2024,3.0,가솔린,무사고,1620.0
벤츠,SUV,2008,39.2,가솔린,무사고,450.0
BMW,준중형,2014,19.3,가솔린,무사고,600.0
기아,SUV,2022,2.1,가솔린,무사고,2470.0
볼보,대형,2022,5.2,가솔린,단순수리,3990.0
기아,중형,2019,12.4,가솔린,사고이력,800.0
포르쉐,스포츠카,2016,21.0,가솔린,단순수리,4190.0
현대,SUV,2014,18.7,가솔린,사고이력,470.0
기아,대형,2018,6.4,하이브리드,사고이력,1530.0
기아,준중형,2015,14.8,가솔린,무사고,410.0
볼보,SUV,2022,5.2,하이브리드,무사고,3400.0
현대,SUV,2025,0.3,가솔린,단순수리,3310.0
현대,중형,2022,2.6,가솔린,단순수리,2020.0
쉐보레,중형,2022,8.9,가솔린,무사고,1490.0
쉐보레,SUV,2012,26.0,디젤,무사고,340.0
아우디,SUV,2018,16.9,가솔린,단순수리,1380.0
현대,전기차 전용,2021,4.4,전기,무사고,2810.0
벤츠,준중형,2012,26.2,가솔린,무사고,490.0
현대,준중형,2026,0.0,가솔린,무사고,2430.0
기아,중형,2010,13.8,가솔린,무사고,330.0
제네시스,중형,2017,11.3,가솔린,무사고,1190.0
제네시스,SUV,2018,14.6,가솔린,무사고,1440.0
기아,SUV,2017,17.9,디젤,무사고,700.0
포르쉐,SUV,2011,16.3,가솔린,무사고,1100.0
르노코리아,중형,2016,19.1,LPG,무사고,480.0
테슬라,SUV,2023,3.1,전기,단순수리,3700.0
기아,준중형,2018,15.9,가솔린,사고이력,450.0
아우디,대형,2010,28.4,가솔린,무사고,830.0
르노코리아,준중형,2008,11.2,디젤,무사고,160.0
벤츠,중형,2013,8.5,가솔린,사고이력,840.0
기아,중형,2023,2.6,가솔린,사고이력,1970.0
볼보,중형,2008,35.8,가솔린,무사고,340.0
테슬라,SUV,2022,5.1,전기,무사고,3490.0
아우디,SUV,2019,13.0,가솔린,단순수리,1610.0
포르쉐,SUV,2026,0.0,가솔린,무사고,12540.0
기아,전기차 전용,2024,1.7,전기,무사고,4500.0
르노코리아,SUV,2019,15.0,가솔린,무사고,910.0
BMW,준중형,2019,3.9,하이브리드,단순수리,1610.0
현대,경차,2011,27.8,디젤,단순수리,150.0
기아,경차,2014,15.1,디젤,무사고,200.0
현대,전기차 전용,2015,18.1,전기,무사고,890.0
테슬라,SUV,2021,7.8,전기,무사고,2830.0
기아,준중형,2023,5.0,가솔린,무사고,1640.0
현대,중형,2010,19.1,가솔린,무사고,320.0
현대,대형,2018,11.6,가솔린,무사고,1450.0
KG모빌리티,SUV,2026,0.0,LPG,단순수리,2950.0
르노코리아,준중형,2025,1.3,하이브리드,무사고,2170.0
포르쉐,SUV,2019,6.4,가솔린,무사고,4040.0
폭스바겐,중형,2026,0.0,하이브리드,무사고,4690.0
제네시스,중형,2023,4.0,가솔린,무사고,3050.0
BMW,SUV,2008,33.7,하이브리드,무사고,500.0
아우디,대형,2017,7.0,디젤,무사고,2540.0
폭스바겐,중형,2021,11.2,가솔린,무사고,1840.0
제네시스,대형,2025,0.0,하이브리드,단순수리,7860.0
현대,SUV,2015,17.3,가솔린,단순수리,550.0
벤츠,SUV,2010,36.1,디젤,단순수리,520.0
기아,준중형,2019,11.5,디젤,무사고,780.0
현대,전기차 전용,2018,16.4,전기,무사고,1240.0
BMW,SUV,2014,21.2,가솔린,무사고,970.0
아우디,대형,2015,8.8,디젤,단순수리,1740.0
포르쉐,스포츠카,2018,16.0,디젤,무사고,5950.0
아우디,준중형,2013,26.1,LPG,무사고,490.0
아우디,SUV,2020,7.9,하이브리드,무사고,2850.0
기아,경차,2020,6.5,가솔린,무사고,550.0
현대,중형,2008,31.5,가솔린,무사고,230.0
현대,경차,2025,1.3,가솔린,무사고,1230.0
포르쉐,스포츠카,2010,12.4,가솔린,무사고,2700.0
BMW,대형,2012,27.6,가솔린,단순수리,1010.0
BMW,SUV,2021,8.8,디젤,무사고,2810.0
기아,전기차 전용,2022,4.5,전기,단순수리,2950.0
현대,전기차 전용,2016,19.8,전기,무사고,950.0
제네시스,대형,2017,6.0,가솔린,무사고,2220.0
KG모빌리티,중형,2017,10.2,가솔린,무사고,800.0
제네시스,SUV,2015,20.9,가솔린,단순수리,860.0
테슬라,전기차 전용,2016,13.7,전기,무사고,1670.0
기아,중형,2016,9.9,가솔린,단순수리,730.0
아우디,준중형,2010,10.0,하이브리드,무사고,470.0
볼보,SUV,2018,5.3,가솔린,단순수리,1720.0
기아,준중형,2011,10.5,하이브리드,무사고,340.0
기아,중형,2019,9.5,가솔린,단순수리,1020.0
르노코리아,중형,2024,4.9,가솔린,단순수리,1860.0
기아,전기차 전용,2010,20.7,전기,단순수리,450.0
포르쉐,스포츠카,2019,11.0,가솔린,무사고,8580.0
기아,중형,2017,10.5,가솔린,무사고,860.0
볼보,SUV,2023,0.7,가솔린,무사고,3990.0
르노코리아,준중형,2024,0.9,하이브리드,단순수리,1800.0
르노코리아,중형,2010,22.1,하이브리드,무사고,290.0
기아,준중형,2012,21.5,가솔린,단순수리,260.0
KG모빌리티,SUV,2011,13.2,하이브리드,무사고,410.0
아우디,SUV,2023,3.8,하이브리드,무사고,4170.0
제네시스,중형,2016,13.6,가솔린,무사고,1080.0
기아,준중형,2008,35.5,디젤,무사고,160.0
폭스바겐,SUV,2024,2.3,디젤,무사고,3280.0
현대,대형,2026,0.0,가솔린,단순수리,5380.0
테슬라,SUV,2017,16.7,전기,무사고,1400.0
르노코리아,SUV,2024,1.3,하이브리드,사고이력,2220.0
르노코리아,SUV,2023,2.9,가솔린,무사고,2270.0
제네시스,대형,2014,13.8,디젤,사고이력,940.0
쉐보레,SUV,2012,18.2,가솔린,무사고,400.0
쉐보레,중형,2017,11.4,하이브리드,단순수리,810.0
기아,대형,2016,19.4,가솔린,무사고,1060.0
포르쉐,스포츠카,2016,6.9,디젤,무사고,6040.0
BMW,SUV,2021,8.8,가솔린,단순수리,2530.0
르노코리아,SUV,2018,9.2,가솔린,단순수리,930.0
르노코리아,중형,2024,1.5,가솔린,사고이력,1720.0
BMW,중형,2011,18.0,가솔린,무사고,550.0
벤츠,준중형,2016,5.8,디젤,무사고,1100.0
르노코리아,중형,2018,16.5,LPG,단순수리,620.0
BMW,중형,2020,10.6,가솔린,무사고,2080.0
기아,전기차 전용,2025,1.8,전기,무사고,4660.0
폭스바겐,준중형,2025,0.9,LPG,단순수리,2470.0
기아,전기차 전용,2011,25.2,전기,단순수리,530.0
기아,준중형,2017,16.4,가솔린,단순수리,460.0
테슬라,SUV,2021,4.4,전기,단순수리,3070.0
기아,경차,2022,7.0,가솔린,사고이력,580.0
쉐보레,SUV,2024,2.1,가솔린,무사고,2850.0
아우디,준중형,2012,29.6,하이브리드,무사고,470.0
아우디,준중형,2025,1.8,가솔린,무사고,3590.0
현대,경차,2020,10.4,하이브리드,무사고,500.0
르노코리아,중형,2018,7.2,가솔린,무사고,990.0
테슬라,전기차 전용,2018,4.1,전기,무사고,2900.0
벤츠,대형,2015,15.9,가솔린,무사고,1710.0
현대,전기차 전용,2010,8.4,전기,단순수리,600.0
쉐보레,중형,2018,6.4,LPG,무사고,910.0
아우디,SUV,2011,16.4,가솔린,무사고,620.0
BMW,대형,2019,4.5,가솔린,사고이력,2860.0
현대,중형,2018,6.9,가솔린,무사고,1070.0
쉐보레,경차,2010,17.1,하이브리드,단순수리,150.0
현대,전기차 전용,2008,16.8,전기,무사고,410.0
아우디,중형,2009,13.2,가솔린,무사고,450.0
현대,대형,2010,26.5,LPG,무사고,430.0
르노코리아,SUV,2017,10.6,가솔린,무사고,780.0
벤츠,SUV,2019,11.1,가솔린,사고이력,1760.0
르노코리아,중형,2020,5.7,가솔린,무사고,1210.0
아우디,중형,2016,6.2,하이브리드,사고이력,1260.0
기아,경차,2014,12.7,가솔린,단순수리,200.0
볼보,중형,2016,13.1,디젤,사고이력,750.0
테슬라,SUV,2015,11.5,전기,무사고,1290.0
현대,중형,2014,10.0,LPG,단순수리,510.0
쉐보레,경차,2012,29.6,LPG,단순수리,150.0
아우디,대형,2014,12.3,가솔린,단순수리,1370.0
렉서스,SUV,2024,2.1,가솔린,무사고,4570.0
벤츠,SUV,2021,6.2,디젤,사고이력,2590.0
벤츠,중형,2010,30.7,가솔린,무사고,540.0
현대,SUV,2011,28.3,LPG,단순수리,320.0
아우디,준중형,2018,7.7,하이브리드,무사고,1430.0
현대,경차,2025,1.3,하이브리드,무사고,1210.0
아우디,SUV,2022,5.8,가솔린,무사고,3440.0
기아,중형,2016,20.1,디젤,무사고,630.0
볼보,대형,2009,21.7,가솔린,무사고,620.0
아우디,중형,2025,1.1,가솔린,무사고,4680.0
포르쉐,스포츠카,2010,28.4,가솔린,단순수리,2260.0
기아,준중형,2025,0.6,가솔린,무사고,2340.0
폭스바겐,SUV,2023,2.4,가솔린,무사고,3030.0
기아,SUV,2010,26.7,디젤,무사고,330.0
기아,준중형,2013,20.5,LPG,무사고,300.0
BMW,준중형,2025,0.4,가솔린,단순수리,3420.0
현대,경차,2019,14.4,디젤,무사고,380.0
현대,중형,2013,16.2,디젤,단순수리,370.0
현대,대형,2009,9.0,디젤,무사고,500.0
폭스바겐,중형,2023,6.0,가솔린,무사고,2760.0
쉐보레,경차,2021,3.0,가솔린,단순수리,560.0
아우디,SUV,2010,26.6,가솔린,무사고,530.0
기아,대형,2020,3.2,가솔린,무사고,2450.0
벤츠,중형,2008,37.5,가솔린,단순수리,410.0
BMW,SUV,2013,21.4,가솔린,무사고,830.0
BMW,대형,2010,14.0,가솔린,무사고,890.0
테슬라,전기차 전용,2021,8.3,전기,단순수리,3580.0
벤츠,SUV,2024,3.3,가솔린,무사고,5180.0
포르쉐,SUV,2022,7.1,하이브리드,단순수리,5880.0
르노코리아,중형,2015,9.5,가솔린,무사고,580.0
테슬라,SUV,2014,22.8,전기,사고이력,760.0
테슬라,SUV,2017,14.9,전기,무사고,1430.0
현대,경차,2008,35.6,디젤,무사고,150.0
기아,경차,2017,17.3,가솔린,무사고,290.0
현대,대형,2010,21.1,가솔린,무사고,530.0
테슬라,전기차 전용,2020,10.3,전기,단순수리,2960.0
쉐보레,준중형,2012,27.5,가솔린,단순수리,250.0
기아,준중형,2022,1.3,하이브리드,단순수리,1540.0
벤츠,대형,2014,17.5,가솔린,무사고,1420.0
기아,SUV,2012,16.8,하이브리드,무사고,490.0
기아,준중형,2024,4.0,하이브리드,단순수리,1750.0
KG모빌리티,SUV,2014,23.6,가솔린,단순수리,430.0
벤츠,대형,2019,9.6,가솔린,단순수리,3220.0
기아,준중형,2016,7.0,하이브리드,무사고,650.0
르노코리아,중형,2013,12.8,가솔린,단순수리,390.0
BMW,대형,2015,10.9,디젤,사고이력,1320.0
KG모빌리티,SUV,2020,4.4,가솔린,단순수리,1360.0
현대,경차,2022,2.6,하이브리드,무사고,840.0
쉐보레,중형,2018,13.2,가솔린,단순수리,790.0
벤츠,준중형,2013,17.4,하이브리드,단순수리,610.0
기아,SUV,2022,8.1,가솔린,무사고,1990.0
쉐보레,경차,2011,20.9,하이브리드,단순수리,150.0
BMW,중형,2023,4.3,하이브리드,단순수리,3770.0
기아,대형,2014,8.4,가솔린,무사고,1110.0
BMW,중형,2024,2.8,가솔린,단순수리,3930.0
벤츠,SUV,2012,15.6,가솔린,무사고,830.0
현대,전기차 전용,2012,6.6,전기,단순수리,820.0
KG모빌리티,중형,2024,1.8,하이브리드,무사고,2340.0
KG모빌리티,SUV,2009,17.2,가솔린,단순수리,240.0
BMW,대형,2017,11.9,하이브리드,무사고,2540.0
폭스바겐,SUV,2019,7.4,디젤,단순수리,1570.0
벤츠,SUV,2008,32.1,LPG,단순수리,400.0
벤츠,SUV,2019,7.9,가솔린,무사고,2540.0
제네시스,대형,2022,4.9,디젤,단순수리,3920.0
포르쉐,스포츠카,2015,20.7,가솔린,단순수리,3910.0
기아,전기차 전용,2015,7.9,전기,단순수리,1060.0
아우디,SUV,2019,11.7,가솔린,무사고,2000.0
아우디,중형,2022,1.9,가솔린,단순수리,3030.0
아우디,중형,2026,0.0,디젤,무사고,5260.0
벤츠,SUV,2013,8.5,디젤,단순수리,1030.0
KG모빌리티,SUV,2022,2.6,디젤,사고이력,1440.0
포르쉐,SUV,2022,5.6,가솔린,단순수리,5520.0
쉐보레,SUV,2012,29.4,가솔린,무사고,370.0
기아,전기차 전용,2022,6.4,전기,단순수리,2550.0
폭스바겐,준중형,2009,34.0,하이브리드,무사고,260.0
폭스바겐,SUV,2018,8.5,가솔린,무사고,1380.0
BMW,대형,2015,9.4,하이브리드,무사고,2170.0
아우디,준중형,2019,8.6,가솔린,무사고,1330.0
테슬라,SUV,2017,8.1,전기,무사고,1740.0
볼보,중형,2022,7.3,가솔린,무사고,2560.0
BMW,중형,2008,13.5,가솔린,무사고,440.0
르노코리아,준중형,2016,8.4,하이브리드,무사고,540.0
KG모빌리티,SUV,2012,14.8,가솔린,단순수리,380.0
제네시스,중형,2016,21.4,LPG,단순수리,750.0
기아,전기차 전용,2011,27.7,전기,단순수리,510.0
폭스바겐,SUV,2022,2.1,가솔린,단순수리,2780.0
KG모빌리티,중형,2023,4.0,하이브리드,무사고,2150.0
제네시스,SUV,2019,7.9,가솔린,단순수리,1780.0
기아,SUV,2014,15.6,디젤,단순수리,490.0
르노코리아,중형,2010,22.4,가솔린,사고이력,200.0
벤츠,준중형,2021,8.0,가솔린,단순수리,1890.0
KG모빌리티,SUV,2008,15.0,가솔린,무사고,230.0
BMW,대형,2022,8.4,가솔린,무사고,4620.0
BMW,준중형,2026,0.1,디젤,무사고,4230.0
쉐보레,중형,2013,17.3,디젤,무사고,370.0
테슬라,SUV,2018,6.9,전기,무사고,2130.0
현대,중형,2024,1.7,LPG,무사고,2350.0
현대,중형,2008,17.5,가솔린,사고이력,200.0
테슬라,SUV,2017,10.9,전기,무사고,1530.0
폭스바겐,준중형,2020,6.1,가솔린,무사고,1300.0
렉서스,SUV,2018,10.2,가솔린,무사고,1720.0
폭스바겐,준중형,2026,0.0,가솔린,무사고,3140.0
현대,전기차 전용,2017,10.6,전기,단순수리,1240.0
벤츠,준중형,2011,6.9,가솔린,무사고,630.0
제네시스,대형,2015,18.7,가솔린,사고이력,1000.0
쉐보레,중형,2012,8.7,디젤,무사고,430.0
기아,SUV,2021,5.4,가솔린,무사고,1990.0
렉서스,중형,2013,17.4,디젤,단순수리,590.0
테슬라,전기차 전용,2017,6.8,전기,단순수리,2200.0
기아,준중형,2020,7.5,가솔린,단순수리,950.0
현대,대형,2016,5.9,디젤,무사고,1370.0
포르쉐,스포츠카,2013,26.8,가솔린,무사고,3190.0
렉서스,중형,2020,10.4,디젤,단순수리,1720.0
폭스바겐,SUV,2018,8.1,가솔린,무사고,1480.0
제네시스,SUV,2010,30.8,가솔린,사고이력,420.0
볼보,중형,2008,20.3,디젤,단순수리,300.0
아우디,준중형,2026,0.0,하이브리드,무사고,4690.0
현대,대형,2011,32.4,가솔린,사고이력,440.0
기아,준중형,2009,24.2,가솔린,단순수리,180.0
BMW,대형,2009,23.4,가솔린,무사고,720.0
현대,준중형,2010,21.7,가솔린,무사고,230.0
쉐보레,준중형,2018,12.3,가솔린,무사고,610.0
기아,준중형,2010,32.3,가솔린,사고이력,170.0
현대,전기차 전용,2011,31.9,전기,단순수리,520.0
KG모빌리티,중형,2014,8.5,가솔린,무사고,520.0
아우디,SUV,2021,6.8,가솔린,무사고,2710.0
벤츠,준중형,2008,9.2,가솔린,무사고,410.0
쉐보레,준중형,2015,16.1,하이브리드,단순수리,380.0
볼보,SUV,2024,2.4,디젤,무사고,3800.0
테슬라,전기차 전용,2017,5.7,전기,무사고,2400.0
KG모빌리티,SUV,2017,12.2,가솔린,무사고,780.0
BMW,중형,2010,33.1,가솔린,무사고,490.0
현대,준중형,2025,1.8,디젤,사고이력,1740.0
현대,경차,2011,17.1,가솔린,무사고,150.0
현대,대형,2023,3.5,하이브리드,무사고,4090.0
렉서스,대형,2008,16.5,가솔린,사고이력,480.0
제네시스,대형,2021,10.6,가솔린,단순수리,3220.0
현대,전기차 전용,2017,6.5,전기,단순수리,1440.0
아우디,준중형,2016,17.2,가솔린,무사고,710.0
벤츠,SUV,2020,5.1,하이브리드,무사고,3110.0
KG모빌리티,중형,2009,36.5,가솔린,무사고,220.0
르노코리아,SUV,2012,27.5,하이브리드,무사고,390.0
폭스바겐,중형,2015,14.0,하이브리드,단순수리,760.0
BMW,대형,2016,12.8,하이브리드,무사고,2160.0
볼보,SUV,2022,3.3,가솔린,단순수리,3050.0
테슬라,전기차 전용,2014,14.6,전기,사고이력,1060.0
테슬라,전기차 전용,2017,8.4,전기,무사고,2210.0
현대,전기차 전용,2009,19.6,전기,단순수리,410.0
기아,대형,2021,5.5,가솔린,무사고,2850.0
볼보,대형,2013,19.7,가솔린,단순수리,960.0
아우디,중형,2010,22.1,가솔린,무사고,460.0
기아,경차,2014,19.9,가솔린,사고이력,160.0
현대,경차,2014,10.3,가솔린,무사고,250.0
벤츠,대형,2012,15.1,가솔린,무사고,1220.0
아우디,대형,2021,8.5,가솔린,단순수리,3490.0
현대,SUV,2010,29.0,가솔린,무사고,360.0
현대,중형,2015,19.8,가솔린,무사고,600.0
제네시스,중형,2024,4.4,가솔린,무사고,3520.0
기아,대형,2013,15.6,디젤,무사고,660.0
제네시스,대형,2021,3.5,가솔린,무사고,4320.0
KG모빌리티,중형,2020,12.3,가솔린,사고이력,850.0
BMW,준중형,2012,14.6,디젤,무사고,450.0
아우디,대형,2018,17.0,가솔린,무사고,2090.0
기아,중형,2009,18.3,하이브리드,무사고,290.0
벤츠,준중형,2010,23.2,디젤,무사고,390.0
테슬라,SUV,2023,2.8,전기,무사고,4140.0
쉐보레,준중형,2023,3.0,LPG,무사고,1280.0
테슬라,전기차 전용,2011,27.5,전기,무사고,800.0
기아,전기차 전용,2025,1.3,전기,단순수리,4840.0
제네시스,SUV,2022,2.9,디젤,사고이력,2530.0
테슬라,SUV,2015,19.9,전기,무사고,1090.0
아우디,준중형,2024,1.8,가솔린,사고이력,2320.0
BMW,대형,2010,27.1,하이브리드,단순수리,830.0
폭스바겐,중형,2020,7.9,가솔린,무사고,1740.0
KG모빌리티,SUV,2016,21.3,하이브리드,단순수리,630.0
KG모빌리티,중형,2011,30.3,하이브리드,무사고,320.0
쉐보레,중형,2020,10.6,가솔린,무사고,1090.0
기아,대형,2009,18.8,하이브리드,무사고,440.0
아우디,중형,2015,11.1,LPG,무사고,1040.0
기아,대형,2010,12.7,가솔린,무사고,600.0
르노코리아,SUV,2010,27.3,디젤,단순수리,250.0
기아,중형,2018,5.6,가솔린,무사고,1090.0
BMW,중형,2015,12.3,가솔린,무사고,1160.0
현대,전기차 전용,2025,1.5,전기,무사고,4780.0
폭스바겐,준중형,2009,31.2,디젤,무사고,240.0
벤츠,중형,2008,36.5,LPG,무사고,370.0
벤츠,중형,2010,13.2,하이브리드,무사고,680.0
BMW,중형,2017,10.7,LPG,단순수리,1320.0
벤츠,대형,2023,6.7,하이브리드,무사고,6150.0
르노코리아,준중형,2016,12.7,가솔린,단순수리,400.0
기아,전기차 전용,2021,8.4,전기,무사고,2280.0
테슬라,SUV,2008,29.3,전기,무사고,460.0
쉐보레,중형,2010,28.7,가솔린,무사고,270.0
BMW,대형,2015,14.0,하이브리드,무사고,1920.0
기아,대형,2014,20.9,디젤,사고이력,630.0
KG모빌리티,SUV,2021,5.9,가솔린,무사고,1580.0
기아,중형,2021,3.5,디젤,무사고,1780.0
기아,SUV,2010,8.6,가솔린,단순수리,390.0
테슬라,전기차 전용,2018,13.6,전기,무사고,2090.0
KG모빌리티,SUV,2018,8.5,LPG,무사고,860.0
기아,중형,2013,17.2,디젤,단순수리,370.0
현대,준중형,2023,2.4,가솔린,단순수리,1500.0
테슬라,전기차 전용,2014,26.4,전기,단순수리,1090.0
폭스바겐,SUV,2016,19.9,디젤,무사고,800.0
포르쉐,스포츠카,2025,1.4,가솔린,무사고,22380.0
폭스바겐,준중형,2009,33.6,가솔린,무사고,250.0
기아,경차,2021,6.7,하이브리드,무사고,650.0
포르쉐,SUV,2009,10.8,가솔린,무사고,1130.0
제네시스,대형,2018,4.2,LPG,단순수리,2450.0
기아,중형,2017,17.5,디젤,무사고,640.0
현대,대형,2008,20.4,가솔린,무사고,390.0
BMW,대형,2012,19.9,가솔린,단순수리,980.0
BMW,대형,2017,15.3,가솔린,단순수리,1990.0
아우디,준중형,2008,9.3,디젤,사고이력,260.0
아우디,준중형,2023,6.3,가솔린,단순수리,2290.0
기아,대형,2011,30.5,가솔린,단순수리,550.0
벤츠,대형,2013,8.6,가솔린,단순수리,1530.0
현대,대형,2024,1.1,가솔린,무사고,4220.0
포르쉐,SUV,2024,3.3,가솔린,단순수리,7990.0
현대,경차,2013,17.9,가솔린,무사고,170.0
현대,중형,2018,6.3,가솔린,무사고,1160.0
벤츠,중형,2008,26.0,가솔린,무사고,430.0
볼보,중형,2016,21.3,디젤,무사고,850.0
현대,준중형,2015,10.6,하이브리드,사고이력,410.0
렉서스,SUV,2024,3.1,가솔린,단순수리,4090.0
벤츠,중형,2011,11.5,가솔린,무사고,780.0
현대,SUV,2009,18.3,가솔린,단순수리,300.0
기아,경차,2013,23.8,디젤,무사고,170.0
현대,중형,2026,0.0,가솔린,무사고,3480.0
포르쉐,SUV,2011,14.6,디젤,단순수리,1080.0
벤츠,중형,2009,29.0,가솔린,무사고,520.0
벤츠,대형,2020,7.7,가솔린,단순수리,3870.0
BMW,대형,2013,11.0,디젤,사고이력,1100.0
벤츠,대형,2021,3.6,가솔린,사고이력,3850.0
KG모빌리티,SUV,2015,17.8,LPG,무사고,510.0
BMW,대형,2015,18.8,가솔린,단순수리,1450.0
BMW,중형,2022,7.6,가솔린,무사고,3070.0
기아,경차,2010,28.8,가솔린,단순수리,150.0
아우디,중형,2014,18.5,가솔린,무사고,760.0
렉서스,SUV,2013,17.8,LPG,무사고,660.0
테슬라,전기차 전용,2011,22.8,전기,무사고,770.0
기아,준중형,2011,28.4,가솔린,단순수리,250.0
기아,준중형,2009,12.7,하이브리드,무사고,230.0
